"marker","129S1/SvImJ","A/J","C57BL/6J","CAST/EiJ","NOD/ShiLtJ","NZO/HILtJ","PWK/PhJ","WSB/EiJ"
"UNC020150592",1.056,1.0905,0.03,1.164,1.175,1.067,0.0405,1.034
"UNC020151798",0.015,1.3575,1.323,0.008,1.46,0.013,1.5025,0.02
"UNC020154673",0.336,0.3155,0.284,0.3125,0.36,0.3245,0.326,0.271
"UNC020155960",0.0255,0.7445,1.099,0.0235,0.044,0.0225,0.032,0.747
"UNC020165479",0.92,0.01,0.003,0.009,0.746,0.8735,0.9195,0.891
"UNC020169222",0.0965,0.0225,1.311,0.0265,0.085,0.094,0.038,0.081
"UNC020174288",1.0015,0.998,0.55,0.76,1.007,1.0085,1.0195,1.051
"UNC020180738",1.385,1.347,1.248,1.3665,1.873,1.3875,1.3825,1.269
"UNC020183029",0.073,0.072,1.308,0.0985,0.072,0.0825,0.088,0.051
"UNC020185566",1.1285,0.009,0.006,1.118,0.02,1.1095,1.27,0.012
"UNC020185672",0.758,0.0535,0.039,0.917,0.937,0.7095,0.8105,0.045
"UNC020185825",0.9975,0.0105,0.012,0.694,0.95,1.019,0.267,1.048
"UNC020186170",0.009,0.0145,1.288,1.4115,0.009,0.017,1.411,1.282
"UNC020187223",0.0085,0.9955,0.969,1.1885,0.005,0.0055,5e-04,1.021
"UNC020187422",1.848,1.889,1.71,1.9145,2.258,1.8565,1.9105,1.755
"UNC020187887",1.311,0.015,0.012,0.0185,1.558,1.343,1.4315,0.008
"UNC020188428",1.005,1.0195,0.01,0.0155,0.992,1.0215,0.018,0.011
"UNC020188799",1.138,1.069,1.081,1.2445,1.486,1.097,1.196,1.072
"UNC020189674",0.991,1.1455,0.015,1.088,1.001,0.015,0.0165,1.109
"UNC020195020",0.2005,0.043,0.032,0.0345,0.139,0.2245,0.0315,0.227
"UNC020195891",0.9955,0.885,0.806,1.0545,1.171,0.979,1.0045,0.923
"UNC020196475",0.9975,0.0095,0.009,1.1795,0.005,1.1265,0.0135,0.007
"UNC020198084",1.5565,0.036,0.03,0.037,0.078,1.5305,1.4845,0.022
"UNC020198867",0.0965,1.2655,1.158,1.3905,1.543,1.2695,0.1035,0.025
"UNC020199281",1.447,1.4375,1.401,1.461,1.842,1.432,1.4005,1.26
"UNC020199990",0.026,0.914,0.926,0.0575,0.924,0.9705,0.974,0.045
"UNC020201653",0.039,0.0305,1.154,0.0445,0.037,0.035,0.055,0.033
"UNC020204805",0.009,0.8075,0.939,0.0065,0.001,0.0095,0.0125,0.899
"UNC020205216",1.218,0.039,0.042,0.0305,1.145,1.2095,1.2235,0.034
"UNC020206514",1.083,1.0375,0.922,1.077,1.327,1.033,1.0425,0.947
"UNC020215912",0.1395,0.126,0.937,1.0585,0.144,0.1005,0.9845,0.09
"UNC020223234",0.034,1.455,1.28,0.0305,1.425,0.0445,1.449,0.019
"UNC020224987",1.094,0.032,0.031,0.0355,0.031,1.083,1.148,0.029
"UNC020227334",0.0195,1.2445,1.205,0.027,0.015,1.2505,1.3315,0.018
"UNC020228210",0.435,0.465,0.033,0.0535,0.02,0.399,0.033,0.382
"UNC020230145",1.9925,1.9975,1.84,2.124,2.588,2.0255,2.0595,1.846
"UNC020230950",1.259,0.0175,0.031,0.0255,0.022,1.3785,1.5,1.333
"UNC020231474",1.1565,1.1925,1.129,1.1985,1.414,1.2475,1.0755,1.055
"UNC020233372",0.0995,0.1455,1.171,1.2915,0.187,1.226,1.376,0.097
"UNC020233842",0.007,0.0265,0.165,0.0295,0.161,0.024,0.0175,0.023
"UNC020241827",0.887,0.0655,0.045,0.918,1.085,0.9145,0.0685,0.86
"UNC020248157",0.0415,1.457,1.4,0.061,1.787,1.4645,0.0485,0.035
"UNC020251618",0.018,1.341,1.352,0.0195,0.008,0.0225,1.3635,1.326
"UNC020254152",0.631,0.0195,0.047,0.6015,0.428,0.0475,0.534,0.047
"UNC020256510",0.0065,0.0255,0.756,0.7015,0.032,0.0225,0.86,0.756
"UNC020257161",1.42,1.528,1.919,1.386,1.745,1.7255,1.6165,1.797
"UNC020258946",1.0485,0.034,0.02,0.0365,1.069,0.028,0.0355,1.058
"UNC020266358",1.199,1.2755,0.015,0.0145,0.017,0.0145,0.012,1.234
"UNC020275888",1.239,0.055,0.045,0.066,0.053,1.3605,1.3925,0.049
"UNC020278146",1.176,0.021,0.014,1.3735,0.038,1.24,0.027,1.12
"UNC020281170",0.0265,0.023,0.652,0.024,0.026,0.6675,0.0265,0.706
"UNC020284970",1.1495,1.189,0.01,1.239,1.114,0.0075,0.008,0.009
"UNC020285948",0.9225,0.998,0.02,0.0245,1.03,0.025,0.0205,0.871
"UNC020286729",0.004,0.0015,0.999,0.754,0.005,0.003,0.938,0.894
"UNC020296472",0.845,0.899,0.011,0.018,0.775,0.014,0.8865,0.783
"UNC020296673",0.0565,0.0585,1.058,0.0675,1.219,0.0575,1.2135,0.047
"UNC020296917",0.8105,0.015,0.017,0.429,0.758,0.013,0.461,0.017
"UNC020297477",0.019,0.0145,1.145,0.002,1.152,0.0135,0.0065,1.223
"UNC020300314",0.041,0.0365,0.92,0.0215,0.006,0.027,0.0155,0.003
"UNC020303551",1.579,1.52,1.471,1.4125,1.918,1.5475,1.414,1.321
"UNC020304500",1.756,1.793,1.752,1.8375,2.115,1.7195,1.8035,1.736
"UNC020305551",1.1795,1.174,1.086,1.252,1.462,1.1205,1.1735,1.044
"UNC020306239",0.0125,0.011,0.961,1.0355,0.031,0.0185,1.121,0.012
"UNC020306317",0.009,0.013,0.391,1.276,0.008,0.0135,0.0265,0.36
"UNC020306348",1.8305,1.856,1.707,1.971,2.414,1.861,1.843,1.742
"UNC020306445",0.7315,0.8035,0.733,0.763,1.065,0.8655,0.8555,0.831
"UNC020306643",0.845,0.786,0,0.7515,0.565,0.838,0.0025,0.858
"UNC020307473",0.075,0.101,0.436,0.08,0.344,0.0975,0.0985,0.133
"UNC020307573",0.019,0.026,0.738,0.617,0.015,0.0305,0.0235,0.724
"UNC020307731",1.0935,1.0415,0.911,1.1165,1.406,1.049,0.948,0.978
"UNC020307912",0.423,0.352,0.049,0.4045,0.333,0.3735,0.0335,0.026
"UNC020308632",1.2345,1.258,1.221,0.8505,1.096,1.2835,0.844,1.252
"UNC020309923",0.3835,0.3615,0.042,0.068,0.279,0.374,0.3005,0.419
"UNC020311055",0.5845,0.5465,0,0.4945,0.002,5e-04,0.4895,0.004
"UNC020313481",0.3295,0.4005,0.265,0.101,0.314,0.2565,0.2455,0.285
"UNC020313672",0.0295,0.0535,0.646,0.0535,0.082,0.052,0.03,0.048
"UNC020313988",0.2695,0.328,0.284,0.3055,0.233,0.285,0.167,0.447
"UNC020317359",0.02,0.021,0.333,0.0135,0.016,0.0175,0.337,0.015
"UNC020317764",0.1815,0.195,0.169,0.197,0.243,0.1825,0.2175,0.152
"UNC020318395",0.0225,0.9525,0.958,0.0305,0.028,0.972,0.0285,0.017
"UNC020319901",0.4445,0.394,0.39,0.4125,0.383,0.4175,0.383,0.384
"UNC020320268",0.5395,0.59,0.097,0.699,0.398,0.657,0.104,0.713
"UNC020324390",0.2495,0.2565,0.201,0.2435,0.318,0.231,0.2165,0.193
"UNC020325405",1.1005,1.0125,1.014,1.3855,1.396,1.116,1.6465,1.031
"UNC020326037",0.181,1.2585,1.155,0.229,0.337,0.19,0.182,0.15
"UNC020327299",1.081,1.0435,0.984,1.066,1.354,1.0795,1.0435,0.984
"UNC020328220",0.0795,0.0745,1.493,0.123,0.093,0.062,0.1065,0.056
"UNC020328923",0.0475,0.0515,0.331,0.042,0.043,0.3465,0.0425,0.043
"UNC020329635",0.3315,0.3405,0.915,0.1925,0.5,0.3065,1.117,0.979
"UNC020330101",1.7945,1.747,1.775,1.7995,2.3,1.7635,1.7275,1.638
"UNC020330961",0.6615,0.6935,0.01,0.705,0.656,0.6175,0.002,0.588
"UNC020338205",0,0.0045,0.717,0.003,0.003,0.0055,0.003,0
"UNC020352014",0.0395,0.0385,0.573,0.0285,0.03,0.0415,0.0435,0.034
"UNC020360345",0.8555,0.895,0.002,1.175,0.862,0.0045,1.209,0.004
"UNC020362379",0.0085,0.614,0.023,0.6325,0.017,0.0175,0.013,0.701
"UNC020363105",0.921,0.109,0.871,0.3335,0.902,0.9155,0.0135,0.017
"UNC020363372",0.3325,0.4895,0.426,0.4425,0.739,0.373,0.604,0.501
"UNC020363465",0.0485,1.0685,0.036,1.08,0.027,0.05,1.045,1.181
"UNC020363748",0.007,0.6705,0.008,0.5775,0.008,0.0155,0.629,0.015
"UNC020366095",0.031,1.12,0.033,1.068,0.029,0.028,1.0185,0.028
"UNC020366382",0.7405,0.007,0.708,0.0115,0.006,0.666,0.0075,0.694
"UNC020366395",1.047,0.0225,1.052,0.0245,0.029,1.0365,0.0325,0.024
"UNC020367883",1.044,0.015,0.971,0.0115,0.977,1.0415,0.962,0.008
"UNC020369170",0,0.616,0.004,0.64,0.63,0,0.652,0.002
"UNC020373923",1.2325,0.0215,1.149,1.3425,1.45,1.2435,0.0265,0.024
"UNC020377886",0.556,0.091,0.448,0.0795,0.611,0.551,0.058,0.063
"UNC020379686",1.3065,1.195,1.235,1.3205,1.818,1.332,1.1425,1.22
"UNC020385092",1.4755,0.081,1.368,1.42,0.111,1.418,0.1115,1.357
"UNC020386279",1.0495,0.952,0.891,1.046,1.255,0.9365,0.9575,0.861
"UNC020386444",1.8365,1.854,1.64,1.906,2.359,1.799,1.8395,1.713
"UNC020389099",5e-04,0.3875,0.005,0.617,0.237,0.651,0.645,0.654
"UNC020393325",0.7015,0.0855,0.731,0.0885,0.092,0.0735,0.7645,0.05
"UNC020393931",1.3475,1.259,1.256,1.426,1.166,1.3015,1.2745,1.36
"UNC020395154",1.9415,1.8505,1.796,1.913,2.599,1.8865,1.897,1.825
"UNC020395186",0.037,0.707,0.035,0.664,0.545,0.0255,0.086,0.033
"UNC020395307",1.1515,0.1015,1.209,1.1175,1.146,0.0985,0.084,0.078
"UNC020395654",1.039,0.018,1.169,0.013,0.83,1.1115,0.019,1.131
"UNC020397504",0.816,0.038,0.825,0.0355,0.027,0.044,0.8985,0.029
"UNC020397688",0.6615,0.0965,0.63,0.08,0.098,0.103,0.077,0.081
"UNC020401934",0.538,0.0085,0.521,0.0105,0.004,0.014,0.543,0.011
"UNC020412628",0.004,0.9025,0.006,0.011,0.837,0.002,0.0175,0.893
"UNC020412884",0.0055,0.861,0.01,0.8925,0.773,0.0075,0.894,0.92
"UNC020413176",1.1955,0.0255,1.133,0.0145,1.104,1.139,0.027,1.195
"UNC020416650",0.2375,0.9555,0.219,0.9115,0.98,0.204,0.18,1.04
"UNC020418285",0.2895,0.093,0.292,0.3035,0.24,0.0885,0.0825,0.333
"UNC020418786",0.9295,0.011,1.099,0.009,0.007,0.9135,0.0075,0.005
"UNC020420402",1.0645,0.0555,1.008,1.2045,0.061,1.0625,1.1645,0.031
"UNC020423988",0.7795,1.2135,0.976,1.161,1.757,1.28,0.9205,1.356
"UNC020426955",2.087,2.0755,1.846,2.155,2.55,1.962,2.063,1.916
"UNC020427785",2.682,2.6465,2.476,2.687,3.175,2.5845,2.6575,2.388
"UNC020440262",0.15,0.148,0.127,0.1505,0.174,0.137,0.1295,0.122
"UNC020441894",1.324,1.5745,1.458,1.358,1.989,1.5555,1.3725,1.655
"UNC020442434",0.7535,0.7015,0.66,0.7515,0.858,0.656,0.656,0.605
"UNC020442492",0.8685,0.017,0.91,0.0205,0.016,0.0155,0.012,0.012
"UNC020442578",0.0545,1.0585,0.057,0.084,0.995,1.096,1.247,0.845
"UNC020443364",1.258,0.025,1.29,0.0325,0.027,0.032,1.299,0.028
"UNC020445539",1.242,0.021,1.263,1.355,0.025,0.021,1.3205,1.319
"UNC020446908",1.096,0.0225,1.135,0.016,1.026,0.031,0.0275,1.102
"UNC020448956",1.384,0.007,1.261,0.008,0.004,0.009,0.0115,1.302
"UNC020449895",0.563,0.571,0.478,0.3965,0.615,0.6615,0.434,0.512
"UNC020451596",0.9315,0.0165,0.902,0.0125,0.803,0.0145,0.013,0.045
"UNC020459944",0.814,0.004,0.865,0.007,0,0.8555,0.8985,0.855
"UNC020469261",0.7275,0.054,0.693,0.059,0.769,0.066,0.0555,0.048
"UNC020472923",0.041,1.028,0.029,1.178,1.089,0.027,0.032,0.99
"UNC020477524",0.905,0.798,0.873,0.83,1.062,0.881,0.899,0.792
"UNC020480927",0.8615,0.033,0.949,0.0315,0.018,0.87,0.007,0.032
"UNC020481151",0.6065,0.0045,0.739,0.0055,0.012,0.6775,0.014,0.736
"UNC020481964",0.004,1.014,0.003,0.0055,0.979,0.997,1.038,0.005
"UNC020482435",2.205,2.2495,2.225,2.2425,2.63,2.1975,2.314,2.027
"UNC020482506",0.3155,0.025,0.273,0.0305,0.189,0.0325,0.0335,0.031
"UNC020485310",0.0045,0.9635,0.001,0.003,0.925,0.9865,0.964,0.004
"UNC020487461",0.2035,0.0355,0.204,0.028,0.021,0.0385,0.024,0.039
"UNC020489820",0.0385,0.036,0.494,0.045,0.04,0.0365,0.683,0.029
"UNC020498973",0.3245,0.3135,0.26,0.3165,0.404,0.3015,0.3,0.264
"UNC020499256",0.0265,1.0775,0.031,0.984,0.013,1.07,0.02,0.023
"UNC020499561",1.3215,0.019,1.259,0.014,1.342,0.014,0.025,1.341
"UNC020504947",0.316,1.176,0.032,1.115,0.028,0.3265,0.31,0.032
"UNC020533931",0.5145,0.0705,0.467,0.053,0.044,0.4875,0.0425,0.045
"UNC020538069",1.522,0.096,1.425,0.112,0.119,0.069,0.1205,1.464
"UNC020543576",1.5645,0.2265,1.439,0.248,0.256,1.552,0.104,0.074
"UNC020545758",0.004,0.963,0.013,0.953,0.007,0.967,0.889,0.023
"UNC020554720",0.1465,0.474,0.076,0.3505,0.437,0.1185,0.108,0.579
"UNC020555613",0.0125,0.324,0.011,0.0185,0.338,0.326,0.012,0.011
"UNC020562561",1.427,1.347,1.265,1.4325,1.817,1.3465,1.2515,1.301
"UNC020566977",0.9555,0.019,0.92,0.023,0.023,0.0485,0.0265,0.039
"UNC020568796",0.769,0.768,0.666,0.8155,0.872,0.708,0.8085,0.765
"UNC020573419",0.0075,0.835,0.009,5e-04,0.845,0.8405,0.0035,0.855
"UNC020592859",0.5445,0.5005,0.604,0.0485,0.297,0.478,0.0375,0.032
"UNC020613604",0.029,0.031,0.038,0.042,0.638,0.691,0.0355,0.037
"UNC020623700",1.0845,1.1345,1.155,0.0065,1.137,0.0495,0.0405,1.174
"UNC020631866",0.1235,0.1985,0.046,0.1025,0.132,0.186,0.1525,0.181
"UNC020634939",0.441,0.4405,0.409,0.0565,0.075,0.4635,0.4885,0.043
"UNC020649205",2,2.0355,1.816,2.071,2.532,2.0265,1.8945,1.811
"UNC020655905",0.023,0.016,0.025,0.974,0.02,0.903,0.028,0.889
"UNC020765338",0.007,0.011,0.008,1.093,0.01,1.059,1.2705,0.01
"UNC020776755",1.0965,1.157,0.99,1.3045,1.363,0.048,0.034,0.008
"UNC020781548",0.962,0.9295,1.088,0.8235,1.402,1.0735,0.727,0.96
"UNC020822186",0.7705,0.7805,0.749,0.0075,0.662,0.785,0.0095,0.03
"UNC020970564",0.265,0.312,0.264,0.0715,0.325,0.0465,0.0455,0.036
"UNC020991469",0.6105,0.6525,0.614,0.003,0.004,0.613,0.591,0
"UNC021010863",0.709,0.0085,0.727,0.0085,0.027,0.0295,0.0265,0.011
"UNC021013288",0,0.004,0,1.2795,0.007,1.2345,0.007,1.229
"UNC021015060",0.004,0.003,0.005,0.0035,0.013,0.008,0.0055,0.002
"UNC021271954",0.7525,0.8135,0.823,0.0295,0.733,0.0145,0.024,0.843
"UNC021280259",0.0065,0.007,0.007,0.5165,0.432,0.0015,0.5135,0.011
"UNC021292772",0.413,0.0245,0.408,0.0235,0.018,0.4405,0.0245,0.024
"UNC021417550",1.175,1.275,1.191,0.0335,0.033,1.1775,0.0395,1.308
"UNC021476603",1.7495,1.8235,1.635,0.1135,2.067,0.1125,1.803,0.093
"UNC021478196",0.0145,0.02,0.015,0.8535,0.009,0.8935,0.9355,0.014
"UNC021491922",0.045,0,0,0.7695,0.031,0.8195,0.8185,0.763
"UNC021507726",1.0565,1.021,1.036,0.0195,0.013,0.029,0.017,0.022
"UNC021519948",0.0385,0.036,0.035,0.924,0.024,0.816,0.7885,0.705
"UNC021575191",1.404,0.003,1.4,0.1335,0.004,1.469,0.091,1.43
"UNC021713399",0.0215,0.031,0.026,1.2555,0.766,0.0285,1.2375,1.044
"UNC021730932",0.616,0.7375,0.709,0.7195,0.841,0.7785,0.5305,0.589
"UNC021736650",1.039,1.1665,1.077,0.026,1.111,0.0165,0.047,0.019
"UNC021737347",0.018,0.015,0.012,0.9905,1.081,0.018,1.122,0.012
"UNC021772819",1.341,1.2655,1.309,1.3695,0.01,0.01,0.0095,0.011
"UNC021782799",1.672,1.6955,1.614,1.7365,2.121,1.6455,1.6035,1.569
"UNC021802847",1.316,1.31,1.258,1.355,1.731,1.355,1.326,1.221
"UNC021804287",2.8055,2.6935,2.735,2.8255,3.342,2.734,2.6695,2.524
"UNC021811226",0.026,0.0255,0.829,0.0305,0.026,0.015,0.025,0.02
"UNC021821604",0.182,0.0015,0.001,0.005,0.197,0.324,0.3185,0.429
"UNC021823989",1.049,1.0895,1.075,1.0995,0.017,0.0345,1.103,0.027
"UNC021836320",0.907,0.859,0.858,0.8005,0.007,0.8585,0.0195,0.013
"UNC021859649",0.0355,0.0395,0.646,0.054,0.037,0.07,0.052,0.719
"UNC021860090",0.5585,0.0445,0.546,0.144,0.031,0.0415,0.0435,0.041
"UNC021898190",0.962,1.001,0.967,1.1315,0.006,0.015,0.0245,0.008
"UNC030001370",0.441,0.489,0.472,0.425,0.453,0.4635,0.267,0.452
"UNC030004287",0.456,0.489,0.318,0.457,0.402,0.328,0.2995,0.413
"UNC030008092",1.636,1.2955,1.225,1.4025,1.623,1.2955,1.8815,1.717
"UNC030015269",0.4685,0.431,0.14,0.079,0.427,0.151,0.076,0.381
"UNC030017720",0.3485,0.36,0.321,0.4275,0.484,0.3905,0.407,0.417
"UNC030019307",0.0125,0.009,0.993,0.0075,0.008,0.014,0.014,0.953
"UNC030021302",1.353,1.245,1.17,1.33,1.448,1.296,1.2765,1.245
"UNC030021537",0.5705,0.5575,0.443,0.5415,0.662,0.557,0.4695,0.4
"UNC030022107",0.6225,0.607,0.895,0.773,0.813,0.599,0.6635,0.935
"UNC030022128",1.9805,1.9545,1.838,1.989,2.456,1.942,2.06,1.867
"UNC030022421",0.572,0.495,0.23,0.191,0.281,0.5475,0.19,0.183
"UNC030022716",1.0565,1.048,0.958,1.0315,1.433,1.057,1.0225,0.922
"UNC030024135",0.1385,0.129,0.156,0.124,0.131,0.183,0.1155,0.14
"UNC030026622",0.9885,0.988,0.061,0.0645,0.073,1.005,0.0685,0.07
"UNC030027457",0.0275,0.787,0.825,0.7215,0.031,0.032,0.7535,0.031
"UNC030031869",0.5115,0.0065,0.012,0.379,0.011,0.008,0.388,0.006
"UNC030033468",1.685,1.632,0.898,1.669,1.302,1.5525,1.671,0.903
"UNC030033636",1.353,1.323,1.407,0.349,1.563,1.485,0.262,1.306
"UNC030035620",0.13,0.1325,0.11,0.1035,0.18,0.1385,0.146,0.1
"UNC030035657",1.131,1.093,0.978,1.102,1.563,1.06,1.1665,1.112
"UNC030036773",1.969,1.9525,1.89,2,2.527,1.9445,1.9585,1.846
"UNC030038161",0.943,0.9185,0.104,0.089,0.12,0.934,0.867,0.927
"UNC030043914",0.036,0.9485,0.941,0.039,0.053,0.0365,0.9,0.99
"UNC030046377",0.015,0.0195,1.071,0.017,0.01,0.0215,0.933,0.02
"UNC030056781",1.164,1.1115,0.084,1.2,1.168,1.1515,0.0835,1.145
"UNC030063670",0.6505,0.3665,0.205,0.6345,0.287,0.6165,0.4655,0.668
"UNC030064749",0.1625,0.167,0.15,0.0095,0.093,0.149,0.01,0.154
"UNC030065366",0.063,1.553,1.447,1.673,1.727,0.069,1.677,0.056
"UNC030067470",0.1105,0.1105,0.319,0.111,0.15,0.103,0.101,0.078
"UNC030069075",0.751,0.5885,0.02,0.5655,0.529,0.696,0.576,0.637
"UNC030069155",1.627,1.627,1.449,1.6305,2.166,1.6335,1.5035,1.426
"UNC030069373",0.492,0.5065,0.632,0.45,0.318,0.5485,0.628,0.594
"UNC030069565",1.0155,0.99,0.869,1.1445,1.552,0.9835,1.0515,0.978
"UNC030074556",1.1735,1.2345,0.012,0.016,1.346,1.251,0.033,1.266
"UNC030074939",1.641,1.574,1.605,1.2575,1.997,1.628,1.5205,1.231
"UNC030075316",0.0055,0.0175,0.78,1.2135,0.019,0.0225,1.1795,0.015
"UNC030075885",0.653,0,0,0.6295,0,0.005,0.437,0.753
"UNC030076600",0.908,0.95,0.724,0.915,1.323,0.769,0.6765,0.65
"UNC030077897",1.1245,0.016,0.015,0.0145,1.049,0.012,1.096,0.018
"UNC030078109",0.031,0.026,1.101,1.095,0.017,1.0935,0.0235,0.024
"UNC030083292",0.0245,0.033,0.105,0.0285,0.035,0.0325,0.0345,0.033
"UNC030083355",1.1825,1.144,0.032,0.058,0.058,0.0545,0.0395,1.133
"UNC030086476",0.001,0.012,0.002,0.005,1.454,1.444,0.0015,0.007
"UNC030086907",0.589,0.574,0.582,0.7695,0.724,0.595,0.7305,0.475
"UNC030088171",0.042,0.046,0.942,0.328,0.04,0.0445,0.944,1.011
"UNC030097615",0.527,0.519,0.421,0.4855,0.532,0.4735,0.5445,0.418
"UNC030099692",0.8975,0.8675,0.035,0.016,0.016,0.8865,0.9135,0.881
"UNC030101822",0.0255,0.2715,0.396,0.2545,0.029,0.031,0.023,0.024
"UNC030103315",0.0265,0.911,1.003,0.9625,0.904,0.0285,0.031,1.018
"UNC030104596",1.074,1.0125,0.886,1.074,1.265,0.969,1.0635,0.866
"UNC030106226",1.0855,1.1135,0.059,0.0645,0.036,1.169,1.0825,1.124
"UNC030107226",0.066,0.0535,1.231,1.284,0.077,0.0475,0.0515,1.344
"UNC030107694",0.7855,0.0225,0.022,0.783,0.043,0.0455,0.6355,0.02
"UNC030108659",1.0095,1.0205,0.911,1.068,1.201,1.019,1.014,0.963
"UNC030121003",0.014,0.013,0.58,0.0125,0.316,0.0025,0.0045,0.011
"UNC030121935",0.7385,0.7425,0.008,0.814,0.738,0.777,0.7755,0.807
"UNC030123630",0.9445,0.005,0.006,0.943,0.009,0.0045,0.8805,0
"UNC030128803",1.426,1.4655,0.007,1.5615,1.693,0.012,0.969,0.009
"UNC030129017",0.7585,0.7665,0.017,0.015,0.806,0.6975,0.015,0.01
"UNC030132438",0.039,0.0735,1.189,0.0395,1.464,1.3215,1.3595,0.046
"UNC030134956",1.057,0.402,0.356,1.1785,0.67,0.3495,1.159,0.372
"UNC030135021",1.4265,0.0535,0.051,1.6275,1.682,0.0525,0.0495,1.49
"UNC030137025",0.0145,0.8785,0.909,0.0135,0.62,0.0135,0.8495,0.011
"UNC030140046",0.0655,0.0575,1.527,0.0855,0.09,0.0635,1.6095,0.056
"UNC030144412",1.1665,1.1095,0.073,0.088,0.149,0.984,0.0765,0.067
"UNC030147052",0.3075,0.2925,1.064,0.22,0.264,1.1105,0.1595,0.28
"UNC030147562",1.5225,1.5085,1.15,1.2815,1.511,1.0385,1.115,1.614
"UNC030152461",2.161,2.079,2.067,2.235,2.505,2.0875,2.122,1.926
"UNC030152534",0.219,1.074,1.04,0.2555,0.205,0.258,1.112,1.059
"UNC030155277",2.499,2.437,2.291,2.4975,3.004,2.494,2.411,2.287
"UNC030162846",0.9975,0.0355,0,1.0325,0.969,1.026,0.9965,0
"UNC030164357",0.0145,0.751,0.793,0.0215,0.568,0.0045,0.014,0.016
"UNC030165183",1.06,0.9975,0.021,1.094,0.924,0.002,0.006,1.046
"UNC030165247",1.6195,1.5705,1.447,1.518,2.065,1.5675,1.4915,1.413
"UNC030166169",0.108,0.1285,1.307,1.3215,0.16,1.3885,1.5085,1.3
"UNC030166572",0.0185,0.015,0.493,0.4335,0.015,0.0145,0.015,0.444
"UNC030166695",0.001,0,0.75,0,0.002,0.001,0.0015,0.769
"UNC030167837",1.347,1.302,0.023,0.0175,1.293,1.3505,0.0225,0.014
"UNC030168013",0.5395,0.51,0.005,0.4955,0.331,0.54,0.4915,0.004
"UNC030168230",0.09,0.975,0.992,0.084,0.094,0.08,0.7435,0.081
"UNC030169844",1.638,1.779,1.565,1.571,1.998,1.685,1.6685,1.628
"UNC030171009",0.0295,1.1045,1.072,0.029,0.03,0.029,0.0475,1.07
"UNC030174471",0,0.002,0.604,0.003,0.003,0,0,0.599
"UNC030174521",0.0115,0.015,0.735,0.009,0.701,0.7785,0.006,0.014
"UNC030181544",0.0345,0.03,0.523,0.0085,0.289,0.03,0.031,0.516
"UNC030182985",1.09,1.0025,0.09,0.0305,1.162,1.018,0.031,0.02
"UNC030184442",0.115,0.9855,0.899,0.1115,0.136,0.96,0.108,0.951
"UNC030184513",1.324,1.3875,1.289,1.408,1.708,1.2955,1.3125,1.239
"UNC030188930",0.025,0.8915,0.945,0.017,0.805,0.9145,0.01,0.017
"UNC030189073",0.049,1.1275,1.2,0.0435,0.055,1.148,0.037,0.034
"UNC030189111",2.935,2.9645,2.823,2.9965,3.345,2.9555,2.9585,2.663
"UNC030194728",0.97,1.02,0.013,0.9275,0.892,1.037,0.952,1.067
"UNC030199698",0.0645,0.0525,0.471,0.059,0.382,0.427,0.0525,0.051
"UNC030202352",0.049,0.0635,1.424,0.064,1.514,1.435,0.0485,1.477
"UNC030213875",0.024,0.0775,0.424,0.0995,0.073,0.4865,0.0285,0.069
"UNC030222589",0.0145,0.7355,0.008,0.707,0.569,0.017,0.758,0.753
"UNC030226781",1.9105,1.8575,1.603,1.912,2.395,1.79,1.872,1.729
"UNC030227936",1.27,0.022,0.026,1.2885,1.416,1.317,0.0215,0.022
"UNC030229530",0.005,0.766,0.825,0.0085,0.005,0.006,0.011,0.002
"UNC030230440",0.8625,0.075,0.068,0.728,0.607,0.9855,0.012,1.015
"UNC030231288",0.732,0.034,0.037,0.778,0.061,0.736,0.7755,0.033
"UNC030232839",0.03,0.7245,0.755,0.017,0.025,0.028,0.0125,0.023
"UNC030235509",1.1085,0.0355,0.044,0.018,1.087,0.0295,0.015,1.154
"UNC030237825",0.0105,0.012,0.979,1.0845,0.012,0.9865,0.0145,0.008
"UNC030239481",0.1075,0.114,0.561,0.1055,0.103,0.0995,0.098,0.097
"UNC030241721",0.0105,0.0155,0.874,0.011,0.937,0.013,0.011,0.015
"UNC030244865",0.997,0.9205,0.009,0.0135,0.741,0.9615,0.0075,1.026
"UNC030245838",0.789,0.7315,0.758,0.7755,1.014,0.778,0.7415,0.657
"UNC030249365",0.3445,0.3165,0.006,0.273,0.142,0.3355,0.2925,0.385
"UNC030262102",0.0085,0.0035,0.831,0.0115,0.009,0.7535,0.0075,0.796
"UNC030262702",0.7685,0.731,0.021,0.0105,0.429,0.7475,0.0265,0.029
"UNC030264556",0.952,0.941,0.003,0.8985,0.009,0.006,0.004,0.948
"UNC030269927",0.0325,0.031,0.725,0.595,0.038,0.0325,0.4265,0.725
"UNC030276220",1.1215,1.0705,0.021,0.0215,0.014,0.0195,1.4625,1.06
"UNC030278892",0.036,0.0405,1.58,0.052,1.828,0.043,0.0625,1.456
"UNC030279382",0.282,0.2645,0.204,0.268,0.38,0.271,0.2785,0.208
"UNC030280181",0.761,0.7595,0.671,0.803,0.99,0.7125,0.755,0.671
"UNC030281570",0.643,0.6085,0.01,0.0075,0.459,0.619,0.563,0.643
"UNC030284436",0.578,0.542,0.031,0.006,0.281,0.613,0.509,0.7
